Pays;Arrivées;Nuitées;Année.mois;Région
Ukraine;19;19;01.08.2022;Aigle-Leysin-Les Mosses
Allemagne;10;18;01.08.2022;Avenches et env.
Autres Europe;1;2;01.08.2022;Avenches et env.
Autriche;2;3;01.08.2022;Avenches et env.
Belgique;1;1;01.08.2022;Avenches et env.
Bulgarie;;;01.08.2022;Avenches et env.
Canada;1;2;01.08.2022;Avenches et env.
Etats-Unis d'Amérique;1;1;01.08.2022;Avenches et env.
France;7;8;01.08.2022;Avenches et env.
Pays-Bas;3;4;01.08.2022;Avenches et env.
Pologne;;;01.08.2022;Avenches et env.
Royaume-Uni;1;2;01.08.2022;Avenches et env.
Suisse;896;2010;01.08.2022;Avenches et env.
Afrique du Sud;2;7;01.08.2022;Château-d'Oex-Rougemont-Rossini
Allemagne;113;201;01.08.2022;Château-d'Oex-Rougemont-Rossini
Arabie Saoudite;48;108;01.08.2022;Château-d'Oex-Rougemont-Rossini
Australie;2;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autres Afrique;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autres Afrique du Nord;1;3;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autres Amérique centrale, Caraïbes;1;1;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autres Amérique du Sud;1;1;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autres Asie de l'Ouest;2;2;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autres Europe;1;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Autriche;7;7;01.08.2022;Château-d'Oex-Rougemont-Rossini
Belgique;33;73;01.08.2022;Château-d'Oex-Rougemont-Rossini
Brésil;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
Bulgarie;3;3;01.08.2022;Château-d'Oex-Rougemont-Rossini
Canada;7;8;01.08.2022;Château-d'Oex-Rougemont-Rossini
Chili;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
Chine (sans Hongkong);6;6;01.08.2022;Château-d'Oex-Rougemont-Rossini
Danemark;1;1;01.08.2022;Château-d'Oex-Rougemont-Rossini
Emirats Arabes Unis;37;99;01.08.2022;Château-d'Oex-Rougemont-Rossini
Espagne;15;20;01.08.2022;Château-d'Oex-Rougemont-Rossini
Etats-Unis d'Amérique;42;77;01.08.2022;Château-d'Oex-Rougemont-Rossini
Finlande;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
France;296;517;01.08.2022;Château-d'Oex-Rougemont-Rossini
Grèce;4;14;01.08.2022;Château-d'Oex-Rougemont-Rossini
Hongrie;1;2;01.08.2022;Château-d'Oex-Rougemont-Rossini
Inde;3;5;01.08.2022;Château-d'Oex-Rougemont-Rossini
Indonésie;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
Irlande (Eire);2;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Israël;5;10;01.08.2022;Château-d'Oex-Rougemont-Rossini
Italie;33;104;01.08.2022;Château-d'Oex-Rougemont-Rossini
Japon;4;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Koweït;15;73;01.08.2022;Château-d'Oex-Rougemont-Rossini
Lettonie;3;6;01.08.2022;Château-d'Oex-Rougemont-Rossini
Liechtenstein;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
Lituanie;1;2;01.08.2022;Château-d'Oex-Rougemont-Rossini
Luxembourg;4;7;01.08.2022;Château-d'Oex-Rougemont-Rossini
Malaisie;4;8;01.08.2022;Château-d'Oex-Rougemont-Rossini
Norvège;7;17;01.08.2022;Château-d'Oex-Rougemont-Rossini
Nouvelle-Zélande, Océanie;;;01.08.2022;Château-d'Oex-Rougemont-Rossini
Pays-Bas;35;78;01.08.2022;Château-d'Oex-Rougemont-Rossini
Philippines;1;2;01.08.2022;Château-d'Oex-Rougemont-Rossini
Pologne;4;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Portugal;4;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Qatar;6;26;01.08.2022;Château-d'Oex-Rougemont-Rossini
République tchèque;7;7;01.08.2022;Château-d'Oex-Rougemont-Rossini
Roumanie;2;3;01.08.2022;Château-d'Oex-Rougemont-Rossini
Royaume-Uni;30;56;01.08.2022;Château-d'Oex-Rougemont-Rossini
Russie;4;4;01.08.2022;Château-d'Oex-Rougemont-Rossini
Singapour;2;5;01.08.2022;Château-d'Oex-Rougemont-Rossini
Suède;3;8;01.08.2022;Château-d'Oex-Rougemont-Rossini
Suisse;2027;3464;01.08.2022;Château-d'Oex-Rougemont-Rossini
Thaïlande;3;5;01.08.2022;Château-d'Oex-Rougemont-Rossini
Turquie;1;1;01.08.2022;Château-d'Oex-Rougemont-Rossini
Ukraine;1;2;01.08.2022;Château-d'Oex-Rougemont-Rossini
Allemagne;4;6;01.08.2022;Echallens et env.
Autriche;2;2;01.08.2022;Echallens et env.
Belgique;2;2;01.08.2022;Echallens et env.
Espagne;4;16;01.08.2022;Echallens et env.
France;8;11;01.08.2022;Echallens et env.
Italie;4;4;01.08.2022;Echallens et env.
Pays-Bas;2;2;01.08.2022;Echallens et env.
République tchèque;;;01.08.2022;Echallens et env.
Suisse;13;53;01.08.2022;Echallens et env.
Afrique du Sud;46;193;01.08.2022;Lausanne agglo.
Allemagne;3091;7267;01.08.2022;Lausanne agglo.
Arabie Saoudite;487;1635;01.08.2022;Lausanne agglo.
Argentine;38;103;01.08.2022;Lausanne agglo.
Australie;185;503;01.08.2022;Lausanne agglo.
Autres Afrique;116;691;01.08.2022;Lausanne agglo.
Autres Afrique du Nord;116;467;01.08.2022;Lausanne agglo.
Autres Amérique centrale, Caraïbes;77;234;01.08.2022;Lausanne agglo.
Autres Amérique du Sud;90;387;01.08.2022;Lausanne agglo.
Autres Asie de l'Est;121;310;01.08.2022;Lausanne agglo.
Autres Asie de l'Ouest;159;536;01.08.2022;Lausanne agglo.
Autres Europe;140;386;01.08.2022;Lausanne agglo.
Autriche;382;819;01.08.2022;Lausanne agglo.
Bahreïn;38;193;01.08.2022;Lausanne agglo.
Belgique;803;2043;01.08.2022;Lausanne agglo.
Biélorussie;30;70;01.08.2022;Lausanne agglo.
Brésil;276;694;01.08.2022;Lausanne agglo.
Bulgarie;71;141;01.08.2022;Lausanne agglo.
Canada;436;1225;01.08.2022;Lausanne agglo.
Chili;16;52;01.08.2022;Lausanne agglo.
Chine (sans Hongkong);151;415;01.08.2022;Lausanne agglo.
Chine (Taiwan);38;94;01.08.2022;Lausanne agglo.
Chypre;22;30;01.08.2022;Lausanne agglo.
Croatie;34;150;01.08.2022;Lausanne agglo.
Danemark;216;601;01.08.2022;Lausanne agglo.
Egypte;15;75;01.08.2022;Lausanne agglo.
Emirats Arabes Unis;527;2317;01.08.2022;Lausanne agglo.
Espagne;1161;2488;01.08.2022;Lausanne agglo.
Estonie;21;47;01.08.2022;Lausanne agglo.
Etats-Unis d'Amérique;3567;8886;01.08.2022;Lausanne agglo.
Finlande;115;382;01.08.2022;Lausanne agglo.
France;7658;14751;01.08.2022;Lausanne agglo.
Grèce;383;861;01.08.2022;Lausanne agglo.
Hongkong;41;133;01.08.2022;Lausanne agglo.
Hongrie;35;140;01.08.2022;Lausanne agglo.
Inde;181;495;01.08.2022;Lausanne agglo.
Indonésie;13;18;01.08.2022;Lausanne agglo.
Iran (Perse);12;48;01.08.2022;Lausanne agglo.
Irlande (Eire);130;356;01.08.2022;Lausanne agglo.
Islande;23;91;01.08.2022;Lausanne agglo.
Israël;136;371;01.08.2022;Lausanne agglo.
Italie;1702;3544;01.08.2022;Lausanne agglo.
Japon;210;652;01.08.2022;Lausanne agglo.
Koweït;285;983;01.08.2022;Lausanne agglo.
Lettonie;18;44;01.08.2022;Lausanne agglo.
Liechtenstein;102;197;01.08.2022;Lausanne agglo.
Lituanie;28;63;01.08.2022;Lausanne agglo.
Luxembourg;185;456;01.08.2022;Lausanne agglo.
Malaisie;22;99;01.08.2022;Lausanne agglo.
Malte;16;30;01.08.2022;Lausanne agglo.
Mexique;137;388;01.08.2022;Lausanne agglo.
Norvège;102;259;01.08.2022;Lausanne agglo.
Nouvelle-Zélande, Océanie;31;65;01.08.2022;Lausanne agglo.
Oman;38;89;01.08.2022;Lausanne agglo.
Pays-Bas;981;2362;01.08.2022;Lausanne agglo.
Philippines;12;27;01.08.2022;Lausanne agglo.
Pologne;187;407;01.08.2022;Lausanne agglo.
Portugal;292;654;01.08.2022;Lausanne agglo.
Qatar;65;172;01.08.2022;Lausanne agglo.
République de Corée;421;765;01.08.2022;Lausanne agglo.
République tchèque;159;463;01.08.2022;Lausanne agglo.
Roumanie;161;392;01.08.2022;Lausanne agglo.
Royaume-Uni;1984;4499;01.08.2022;Lausanne agglo.
Russie;142;475;01.08.2022;Lausanne agglo.
Serbie;7;10;01.08.2022;Lausanne agglo.
Singapour;125;349;01.08.2022;Lausanne agglo.
Slovaquie;51;142;01.08.2022;Lausanne agglo.
Slovénie;36;69;01.08.2022;Lausanne agglo.
Suède;197;522;01.08.2022;Lausanne agglo.
Suisse;24352;49298;01.08.2022;Lausanne agglo.
Thaïlande;139;229;01.08.2022;Lausanne agglo.
Turquie;63;242;01.08.2022;Lausanne agglo.
Ukraine;107;246;01.08.2022;Lausanne agglo.
Afrique du Sud;28;50;01.08.2022;Montreux Riviera
Allemagne;1952;4181;01.08.2022;Montreux Riviera
Arabie Saoudite;1034;3287;01.08.2022;Montreux Riviera
Argentine;26;35;01.08.2022;Montreux Riviera
Australie;184;416;01.08.2022;Montreux Riviera
Autres Afrique;109;194;01.08.2022;Montreux Riviera
Autres Afrique du Nord;26;74;01.08.2022;Montreux Riviera
Autres Amérique centrale, Caraïbes;49;151;01.08.2022;Montreux Riviera
Autres Amérique du Sud;61;145;01.08.2022;Montreux Riviera
Autres Asie de l'Est;119;231;01.08.2022;Montreux Riviera
Autres Asie de l'Ouest;52;240;01.08.2022;Montreux Riviera
Autres Europe;165;342;01.08.2022;Montreux Riviera
Autriche;168;308;01.08.2022;Montreux Riviera
Bahreïn;59;168;01.08.2022;Montreux Riviera
Belgique;548;1171;01.08.2022;Montreux Riviera
Biélorussie;4;5;01.08.2022;Montreux Riviera
Brésil;145;350;01.08.2022;Montreux Riviera
Bulgarie;24;41;01.08.2022;Montreux Riviera
Canada;347;622;01.08.2022;Montreux Riviera
Chili;15;32;01.08.2022;Montreux Riviera
Chine (sans Hongkong);197;379;01.08.2022;Montreux Riviera
Chine (Taiwan);40;60;01.08.2022;Montreux Riviera
Chypre;19;61;01.08.2022;Montreux Riviera
Croatie;10;20;01.08.2022;Montreux Riviera
Danemark;99;214;01.08.2022;Montreux Riviera
Egypte;35;97;01.08.2022;Montreux Riviera
Emirats Arabes Unis;858;3099;01.08.2022;Montreux Riviera
Espagne;460;769;01.08.2022;Montreux Riviera
Estonie;72;92;01.08.2022;Montreux Riviera
Etats-Unis d'Amérique;3079;7188;01.08.2022;Montreux Riviera
Finlande;78;104;01.08.2022;Montreux Riviera
France;4285;8262;01.08.2022;Montreux Riviera
Grèce;33;110;01.08.2022;Montreux Riviera
Hongkong;26;51;01.08.2022;Montreux Riviera
Hongrie;46;81;01.08.2022;Montreux Riviera
Inde;422;951;01.08.2022;Montreux Riviera
Indonésie;33;73;01.08.2022;Montreux Riviera
Iran (Perse);6;10;01.08.2022;Montreux Riviera
Irlande (Eire);74;132;01.08.2022;Montreux Riviera
Islande;;;01.08.2022;Montreux Riviera
Israël;127;284;01.08.2022;Montreux Riviera
Italie;753;1379;01.08.2022;Montreux Riviera
Japon;110;202;01.08.2022;Montreux Riviera
Koweït;573;2438;01.08.2022;Montreux Riviera
Lettonie;15;22;01.08.2022;Montreux Riviera
Liechtenstein;98;125;01.08.2022;Montreux Riviera
Lituanie;8;11;01.08.2022;Montreux Riviera
Luxembourg;84;276;01.08.2022;Montreux Riviera
Malaisie;65;136;01.08.2022;Montreux Riviera
Malte;15;44;01.08.2022;Montreux Riviera
Mexique;118;235;01.08.2022;Montreux Riviera
Norvège;40;61;01.08.2022;Montreux Riviera
Nouvelle-Zélande, Océanie;7;9;01.08.2022;Montreux Riviera
Oman;37;88;01.08.2022;Montreux Riviera
Pays-Bas;788;1579;01.08.2022;Montreux Riviera
Philippines;8;14;01.08.2022;Montreux Riviera
Pologne;116;319;01.08.2022;Montreux Riviera
Portugal;133;305;01.08.2022;Montreux Riviera
Qatar;93;531;01.08.2022;Montreux Riviera
République de Corée;157;230;01.08.2022;Montreux Riviera
République tchèque;63;133;01.08.2022;Montreux Riviera
Roumanie;86;205;01.08.2022;Montreux Riviera
Royaume-Uni;1500;3174;01.08.2022;Montreux Riviera
Russie;127;461;01.08.2022;Montreux Riviera
Serbie;7;37;01.08.2022;Montreux Riviera
Singapour;127;251;01.08.2022;Montreux Riviera
Slovaquie;20;48;01.08.2022;Montreux Riviera
Slovénie;6;6;01.08.2022;Montreux Riviera
Suède;105;229;01.08.2022;Montreux Riviera
Suisse;19859;38038;01.08.2022;Montreux Riviera
Thaïlande;167;292;01.08.2022;Montreux Riviera
Turquie;23;65;01.08.2022;Montreux Riviera
Ukraine;96;224;01.08.2022;Montreux Riviera
Afrique du Sud;3;21;01.08.2022;Morges et env.
Allemagne;296;553;01.08.2022;Morges et env.
Arabie Saoudite;3;5;01.08.2022;Morges et env.
Argentine;2;3;01.08.2022;Morges et env.
Australie;3;18;01.08.2022;Morges et env.
Autres Afrique;6;43;01.08.2022;Morges et env.
Autres Amérique centrale, Caraïbes;2;4;01.08.2022;Morges et env.
Autres Amérique du Sud;;;01.08.2022;Morges et env.
Autres Asie de l'Est;12;18;01.08.2022;Morges et env.
Autres Asie de l'Ouest;2;4;01.08.2022;Morges et env.
Autres Europe;2;4;01.08.2022;Morges et env.
Autriche;33;76;01.08.2022;Morges et env.
Belgique;60;119;01.08.2022;Morges et env.
Biélorussie;2;2;01.08.2022;Morges et env.
Brésil;7;15;01.08.2022;Morges et env.
Bulgarie;2;2;01.08.2022;Morges et env.
Canada;10;22;01.08.2022;Morges et env.
Chine (sans Hongkong);1;1;01.08.2022;Morges et env.
Croatie;2;8;01.08.2022;Morges et env.
Danemark;10;26;01.08.2022;Morges et env.
Emirats Arabes Unis;;;01.08.2022;Morges et env.
Espagne;47;85;01.08.2022;Morges et env.
Etats-Unis d'Amérique;50;152;01.08.2022;Morges et env.
Finlande;1;4;01.08.2022;Morges et env.
France;431;916;01.08.2022;Morges et env.
Grèce;1;2;01.08.2022;Morges et env.
Hongkong;5;7;01.08.2022;Morges et env.
Hongrie;2;8;01.08.2022;Morges et env.
Inde;4;25;01.08.2022;Morges et env.
Irlande (Eire);6;10;01.08.2022;Morges et env.
Israël;7;14;01.08.2022;Morges et env.
Italie;113;417;01.08.2022;Morges et env.
Japon;7;17;01.08.2022;Morges et env.
Koweït;2;32;01.08.2022;Morges et env.
Liechtenstein;;;01.08.2022;Morges et env.
Lituanie;1;2;01.08.2022;Morges et env.
Luxembourg;7;11;01.08.2022;Morges et env.
Malaisie;1;18;01.08.2022;Morges et env.
Mexique;10;42;01.08.2022;Morges et env.
Norvège;7;12;01.08.2022;Morges et env.
Pays-Bas;60;110;01.08.2022;Morges et env.
Philippines;;;01.08.2022;Morges et env.
Pologne;15;66;01.08.2022;Morges et env.
Portugal;13;62;01.08.2022;Morges et env.
République de Corée;1;6;01.08.2022;Morges et env.
République tchèque;6;17;01.08.2022;Morges et env.
Roumanie;5;18;01.08.2022;Morges et env.
Royaume-Uni;81;207;01.08.2022;Morges et env.
Russie;7;26;01.08.2022;Morges et env.
Serbie;3;3;01.08.2022;Morges et env.
Slovaquie;5;5;01.08.2022;Morges et env.
Slovénie;1;3;01.08.2022;Morges et env.
Suède;12;49;01.08.2022;Morges et env.
Suisse;2942;5207;01.08.2022;Morges et env.
Turquie;3;12;01.08.2022;Morges et env.
Ukraine;5;5;01.08.2022;Morges et env.
Allemagne;19;27;01.08.2022;Moudon et env.
Belgique;1;1;01.08.2022;Moudon et env.
Danemark;;;01.08.2022;Moudon et env.
Espagne;;;01.08.2022;Moudon et env.
Estonie;2;2;01.08.2022;Moudon et env.
France;50;77;01.08.2022;Moudon et env.
Italie;6;8;01.08.2022;Moudon et env.
Liechtenstein;;;01.08.2022;Moudon et env.
Pays-Bas;7;8;01.08.2022;Moudon et env.
Portugal;;;01.08.2022;Moudon et env.
République tchèque;1;3;01.08.2022;Moudon et env.
Royaume-Uni;9;15;01.08.2022;Moudon et env.
Suède;;;01.08.2022;Moudon et env.
Suisse;337;776;01.08.2022;Moudon et env.
Afrique du Sud;7;15;01.08.2022;Nyon-St-Cergue et env.
Allemagne;789;1322;01.08.2022;Nyon-St-Cergue et env.
Arabie Saoudite;153;355;01.08.2022;Nyon-St-Cergue et env.
Argentine;12;28;01.08.2022;Nyon-St-Cergue et env.
Australie;20;52;01.08.2022;Nyon-St-Cergue et env.
Autres Afrique;25;61;01.08.2022;Nyon-St-Cergue et env.
Autres Afrique du Nord;9;18;01.08.2022;Nyon-St-Cergue et env.
Autres Amérique centrale, Caraïbes;1;1;01.08.2022;Nyon-St-Cergue et env.
Autres Amérique du Sud;2;6;01.08.2022;Nyon-St-Cergue et env.
Autres Asie de l'Est;185;306;01.08.2022;Nyon-St-Cergue et env.
Autres Asie de l'Ouest;21;85;01.08.2022;Nyon-St-Cergue et env.
Autres Europe;50;81;01.08.2022;Nyon-St-Cergue et env.
Autriche;58;98;01.08.2022;Nyon-St-Cergue et env.
Bahreïn;4;8;01.08.2022;Nyon-St-Cergue et env.
Belgique;149;377;01.08.2022;Nyon-St-Cergue et env.
Brésil;7;34;01.08.2022;Nyon-St-Cergue et env.
Bulgarie;13;26;01.08.2022;Nyon-St-Cergue et env.
Canada;42;72;01.08.2022;Nyon-St-Cergue et env.
Chili;1;3;01.08.2022;Nyon-St-Cergue et env.
Chine (sans Hongkong);8;21;01.08.2022;Nyon-St-Cergue et env.
Chine (Taiwan);5;5;01.08.2022;Nyon-St-Cergue et env.
Chypre;1;2;01.08.2022;Nyon-St-Cergue et env.
Croatie;5;23;01.08.2022;Nyon-St-Cergue et env.
Danemark;20;27;01.08.2022;Nyon-St-Cergue et env.
Egypte;18;54;01.08.2022;Nyon-St-Cergue et env.
Emirats Arabes Unis;27;75;01.08.2022;Nyon-St-Cergue et env.
Espagne;227;426;01.08.2022;Nyon-St-Cergue et env.
Estonie;5;7;01.08.2022;Nyon-St-Cergue et env.
Etats-Unis d'Amérique;260;711;01.08.2022;Nyon-St-Cergue et env.
Finlande;5;9;01.08.2022;Nyon-St-Cergue et env.
France;1370;2358;01.08.2022;Nyon-St-Cergue et env.
Grèce;11;29;01.08.2022;Nyon-St-Cergue et env.
Hongkong;;;01.08.2022;Nyon-St-Cergue et env.
Hongrie;25;55;01.08.2022;Nyon-St-Cergue et env.
Inde;144;229;01.08.2022;Nyon-St-Cergue et env.
Indonésie;6;12;01.08.2022;Nyon-St-Cergue et env.
Iran (Perse);1;1;01.08.2022;Nyon-St-Cergue et env.
Irlande (Eire);26;73;01.08.2022;Nyon-St-Cergue et env.
Islande;;;01.08.2022;Nyon-St-Cergue et env.
Israël;22;49;01.08.2022;Nyon-St-Cergue et env.
Italie;219;438;01.08.2022;Nyon-St-Cergue et env.
Japon;14;39;01.08.2022;Nyon-St-Cergue et env.
Koweït;34;271;01.08.2022;Nyon-St-Cergue et env.
Lettonie;7;13;01.08.2022;Nyon-St-Cergue et env.
Liechtenstein;32;32;01.08.2022;Nyon-St-Cergue et env.
Lituanie;2;2;01.08.2022;Nyon-St-Cergue et env.
Luxembourg;40;86;01.08.2022;Nyon-St-Cergue et env.
Malaisie;1;2;01.08.2022;Nyon-St-Cergue et env.
Malte;4;4;01.08.2022;Nyon-St-Cergue et env.
Mexique;31;46;01.08.2022;Nyon-St-Cergue et env.
Norvège;21;52;01.08.2022;Nyon-St-Cergue et env.
Nouvelle-Zélande, Océanie;2;2;01.08.2022;Nyon-St-Cergue et env.
Oman;1;3;01.08.2022;Nyon-St-Cergue et env.
Pays-Bas;213;463;01.08.2022;Nyon-St-Cergue et env.
Philippines;16;37;01.08.2022;Nyon-St-Cergue et env.
Pologne;26;56;01.08.2022;Nyon-St-Cergue et env.
Portugal;50;108;01.08.2022;Nyon-St-Cergue et env.
Qatar;6;16;01.08.2022;Nyon-St-Cergue et env.
République tchèque;37;63;01.08.2022;Nyon-St-Cergue et env.
Roumanie;32;78;01.08.2022;Nyon-St-Cergue et env.
Royaume-Uni;326;846;01.08.2022;Nyon-St-Cergue et env.
Russie;53;111;01.08.2022;Nyon-St-Cergue et env.
Serbie;1;1;01.08.2022;Nyon-St-Cergue et env.
Singapour;7;25;01.08.2022;Nyon-St-Cergue et env.
Slovaquie;4;6;01.08.2022;Nyon-St-Cergue et env.
Slovénie;14;21;01.08.2022;Nyon-St-Cergue et env.
Suède;37;83;01.08.2022;Nyon-St-Cergue et env.
Suisse;5762;10800;01.08.2022;Nyon-St-Cergue et env.
Thaïlande;1;5;01.08.2022;Nyon-St-Cergue et env.
Turquie;6;20;01.08.2022;Nyon-St-Cergue et env.
Ukraine;33;80;01.08.2022;Nyon-St-Cergue et env.
Allemagne;42;79;01.08.2022;Payerne et env.
Autres Europe;4;55;01.08.2022;Payerne et env.
Autriche;5;8;01.08.2022;Payerne et env.
Belgique;;;01.08.2022;Payerne et env.
Canada;;;01.08.2022;Payerne et env.
Danemark;2;2;01.08.2022;Payerne et env.
Espagne;9;20;01.08.2022;Payerne et env.
France;39;65;01.08.2022;Payerne et env.
Irlande (Eire);;;01.08.2022;Payerne et env.
Italie;8;59;01.08.2022;Payerne et env.
Luxembourg;;;01.08.2022;Payerne et env.
Pays-Bas;2;2;01.08.2022;Payerne et env.
Portugal;1;1;01.08.2022;Payerne et env.
République tchèque;;;01.08.2022;Payerne et env.
Roumanie;1;1;01.08.2022;Payerne et env.
Royaume-Uni;2;20;01.08.2022;Payerne et env.
Russie;1;2;01.08.2022;Payerne et env.
Serbie;3;3;01.08.2022;Payerne et env.
Slovaquie;2;6;01.08.2022;Payerne et env.
Slovénie;;;01.08.2022;Payerne et env.
Suisse;206;577;01.08.2022;Payerne et env.
Allemagne;81;99;01.08.2022;Vallée de Joux
Argentine;4;5;01.08.2022;Vallée de Joux
Australie;3;3;01.08.2022;Vallée de Joux
Autres Afrique;1;1;01.08.2022;Vallée de Joux
Autres Afrique du Nord;1;2;01.08.2022;Vallée de Joux
Autres Asie de l'Est;1;4;01.08.2022;Vallée de Joux
Autres Europe;2;2;01.08.2022;Vallée de Joux
Autriche;;;01.08.2022;Vallée de Joux
Belgique;21;39;01.08.2022;Vallée de Joux
Brésil;4;5;01.08.2022;Vallée de Joux
Canada;7;7;01.08.2022;Vallée de Joux
Chine (sans Hongkong);8;9;01.08.2022;Vallée de Joux
Croatie;5;5;01.08.2022;Vallée de Joux
Emirats Arabes Unis;4;6;01.08.2022;Vallée de Joux
Espagne;49;75;01.08.2022;Vallée de Joux
Estonie;2;2;01.08.2022;Vallée de Joux
Etats-Unis d'Amérique;23;44;01.08.2022;Vallée de Joux
Finlande;4;4;01.08.2022;Vallée de Joux
France;258;368;01.08.2022;Vallée de Joux
Hongkong;12;14;01.08.2022;Vallée de Joux
Italie;39;71;01.08.2022;Vallée de Joux
Koweït;;;01.08.2022;Vallée de Joux
Liechtenstein;;;01.08.2022;Vallée de Joux
Luxembourg;3;3;01.08.2022;Vallée de Joux
Pays-Bas;8;12;01.08.2022;Vallée de Joux
Pologne;3;6;01.08.2022;Vallée de Joux
Portugal;10;15;01.08.2022;Vallée de Joux
République tchèque;3;9;01.08.2022;Vallée de Joux
Royaume-Uni;21;21;01.08.2022;Vallée de Joux
Russie;2;2;01.08.2022;Vallée de Joux
Singapour;7;7;01.08.2022;Vallée de Joux
Suisse;2404;3711;01.08.2022;Vallée de Joux
Afrique du Sud;4;4;01.08.2022;Villars-Diablerets-Gryon-Bex
Allemagne;250;714;01.08.2022;Villars-Diablerets-Gryon-Bex
Arabie Saoudite;7;46;01.08.2022;Villars-Diablerets-Gryon-Bex
Argentine;1;1;01.08.2022;Villars-Diablerets-Gryon-Bex
Australie;5;6;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Afrique;17;37;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Afrique du Nord;2;2;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Amérique centrale, Caraïbes;6;19;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Amérique du Sud;6;30;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Asie de l'Est;21;114;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Asie de l'Ouest;23;78;01.08.2022;Villars-Diablerets-Gryon-Bex
Autres Europe;29;194;01.08.2022;Villars-Diablerets-Gryon-Bex
Autriche;15;25;01.08.2022;Villars-Diablerets-Gryon-Bex
Belgique;138;635;01.08.2022;Villars-Diablerets-Gryon-Bex
Brésil;11;19;01.08.2022;Villars-Diablerets-Gryon-Bex
Bulgarie;11;26;01.08.2022;Villars-Diablerets-Gryon-Bex
Canada;19;49;01.08.2022;Villars-Diablerets-Gryon-Bex
Chine (sans Hongkong);26;83;01.08.2022;Villars-Diablerets-Gryon-Bex
Chypre;1;4;01.08.2022;Villars-Diablerets-Gryon-Bex
Danemark;15;15;01.08.2022;Villars-Diablerets-Gryon-Bex
Egypte;2;4;01.08.2022;Villars-Diablerets-Gryon-Bex
Emirats Arabes Unis;21;138;01.08.2022;Villars-Diablerets-Gryon-Bex
Espagne;55;118;01.08.2022;Villars-Diablerets-Gryon-Bex
Estonie;;;01.08.2022;Villars-Diablerets-Gryon-Bex
Etats-Unis d'Amérique;129;393;01.08.2022;Villars-Diablerets-Gryon-Bex
France;1251;2490;01.08.2022;Villars-Diablerets-Gryon-Bex
Grèce;6;16;01.08.2022;Villars-Diablerets-Gryon-Bex
Hongkong;5;21;01.08.2022;Villars-Diablerets-Gryon-Bex
Hongrie;;;01.08.2022;Villars-Diablerets-Gryon-Bex
Inde;27;92;01.08.2022;Villars-Diablerets-Gryon-Bex
